slug,collegeName,division,conference,currentBaseballWebsiteUrl,replacementBaseballWebsiteUrl,reviewStatus
galveston-college,Galveston College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/galvestoncollege,,NEEDS_REPLACEMENT
navarro-college,Navarro College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/navarrocollege,,NEEDS_REPLACEMENT
northeast-texas-community-college,Northeast Texas Community College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northeasttexascommunitycollege,,NEEDS_REPLACEMENT
panola-college,Panola College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/panolacollege,,NEEDS_REPLACEMENT
paris-junior-college,Paris Junior College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/parisjuniorcollege,,NEEDS_REPLACEMENT
san-jacinto-college-north,San Jacinto College-North,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sanjacintocollegenorth,,NEEDS_REPLACEMENT
tyler-junior-college,Tyler Junior College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/tylerjuniorcollege,,NEEDS_REPLACEMENT
wharton-county-junior-college,Wharton County Junior College,NJCAA_D1,Region 14,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/whartoncountyjuniorcollege,,NEEDS_REPLACEMENT
monroe-university,Monroe University,NJCAA_D1,Region 15,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/monroeuniversity,,NEEDS_REPLACEMENT
crowder-college,Crowder College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/crowdercollege,,NEEDS_REPLACEMENT
jefferson-college,Jefferson College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jeffersoncollege,,NEEDS_REPLACEMENT
metropolitan-community-college,Metropolitan Community College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/metropolitancommunitycollege,,NEEDS_REPLACEMENT
mineral-area-college,Mineral Area College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mineralareacollege,,NEEDS_REPLACEMENT
st-charles-community-college,St. Charles Community College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stcharlescommunitycollege,,NEEDS_REPLACEMENT
st-louis-community-college,St. Louis Community College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stlouiscommunitycollege,,NEEDS_REPLACEMENT
state-fair-community-college,State Fair Community College,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/statefaircommunitycollege,,NEEDS_REPLACEMENT
three-rivers-community-college-mo,Three Rivers Community College - MO,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/threeriverscommunitycollegemo,,NEEDS_REPLACEMENT
andrew-college,Andrew College,NJCAA_D1,Region 17,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/andrewcollege,,NEEDS_REPLACEMENT
east-georgia-college,East Georgia College,NJCAA_D1,Region 17,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/eastgeorgiacollege,,NEEDS_REPLACEMENT
georgia-highlands-college,Georgia Highlands College,NJCAA_D1,Region 17,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/georgiahighlandscollege,,NEEDS_REPLACEMENT
gordon-state-college,Gordon State College,NJCAA_D1,Region 17,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gordonstatecollege,,NEEDS_REPLACEMENT
south-georgia-state-college,South Georgia State College,NJCAA_D1,Region 17,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southgeorgiastatecollege,,NEEDS_REPLACEMENT
college-of-southern-idaho,College of Southern Idaho,NJCAA_D1,Region 18,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofsouthernidaho,,NEEDS_REPLACEMENT
colorado-northwestern-community-college,Colorado Northwestern Community College,NJCAA_D1,Region 18,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coloradonorthwesterncommunitycollege,,NEEDS_REPLACEMENT
salt-lake-community-college,Salt Lake Community College,NJCAA_D1,Region 18,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/saltlakecommunitycollege,,NEEDS_REPLACEMENT
utah-state-eastern,Utah State Eastern,NJCAA_D1,Region 18,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/utahstateeastern,,NEEDS_REPLACEMENT
connors-state-college,Connors State College,NJCAA_D1,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/connorsstatecollege,,NEEDS_REPLACEMENT
eastern-oklahoma-state-college,Eastern Oklahoma State College,NJCAA_D1,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternoklahomastatecollege,,NEEDS_REPLACEMENT
northeastern-oklahoma-am-college,Northeastern Oklahoma AM College,NJCAA_D1,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northeasternoklahomaamcollege,,NEEDS_REPLACEMENT
rose-state-college,Rose State College,NJCAA_D1,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rosestatecollege,,NEEDS_REPLACEMENT
seminole-state-college,Seminole State College,NJCAA_D1,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/seminolestatecollegeok,,NEEDS_REPLACEMENT
harford-community-college,Harford Community College,NJCAA_D1,Region 20,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/harfordcommunitycollege,,NEEDS_REPLACEMENT
wvu-potomac-state-college,WVU Potomac State College,NJCAA_D1,Region 20,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wvupotomacstatecollege,,NEEDS_REPLACEMENT
calhoun-community-college,Calhoun Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/calhouncommunitycollege,,NEEDS_REPLACEMENT
chattahoochee-valley-community-college,Chattahoochee Valley Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattahoocheevalleycommunitycollege,,NEEDS_REPLACEMENT
coastal-alabama-south,Coastal Alabama - South,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coastalalabamasouth,,NEEDS_REPLACEMENT
lawson-state-community-college,Lawson State Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lawsonstatecommunitycollege,,NEEDS_REPLACEMENT
northwest-shoals-community-college,Northwest-Shoals Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northwestshoalscommunitycollege,,NEEDS_REPLACEMENT
shelton-state-community-college,Shelton State Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sheltonstatecommunitycollege,,NEEDS_REPLACEMENT
snead-state-community-college,Snead State Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sneadstatecommunitycollege,,NEEDS_REPLACEMENT
southern-union-state-community-college,Southern Union State Community College,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southernunionstatecommunitycollege,,NEEDS_REPLACEMENT
wallace-state-community-college-hanceville,Wallace State Community College-Hanceville,NJCAA_D1,Region 22,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wallacestatecommunitycollegehancevil,,NEEDS_REPLACEMENT
baton-rouge-community-college,Baton Rouge Community College,NJCAA_D1,Region 23,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/batonrougecommunitycollege,,NEEDS_REPLACEMENT
delgado-community-college,Delgado Community College,NJCAA_D1,Region 23,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/delgadocommunitycollege,,NEEDS_REPLACEMENT
louisiana-state-university-eunice,Louisiana State University Eunice,NJCAA_D1,Region 23,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/louisianastateuniversityeunice,,NEEDS_REPLACEMENT
nunez-community-college,Nunez Community College,NJCAA_D1,Region 23,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/nunezcommunitycollege,,NEEDS_REPLACEMENT
frontier-community-college,Frontier Community College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frontiercommunitycollege,,NEEDS_REPLACEMENT
john-a-logan-college,John A. Logan College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnalogancollege,,NEEDS_REPLACEMENT
kaskaskia-college,Kaskaskia College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kaskaskiacollege,,NEEDS_REPLACEMENT
lake-land-college,Lake Land College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lakelandcollege,,NEEDS_REPLACEMENT
lincoln-trail-college,Lincoln Trail College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lincolntrailcollege,,NEEDS_REPLACEMENT
olney-central-college,Olney Central College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/olneycentralcollege,,NEEDS_REPLACEMENT
rend-lake-college,Rend Lake College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rendlakecollege,,NEEDS_REPLACEMENT
shawnee-community-college,Shawnee Community College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/shawneecommunitycollege,,NEEDS_REPLACEMENT
southeastern-illinois-college,Southeastern Illinois College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southeasternillinoiscollege,,NEEDS_REPLACEMENT
southwestern-illinois-college,Southwestern Illinois College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southwesternillinoiscollege,,NEEDS_REPLACEMENT
wabash-valley-college,Wabash Valley College,NJCAA_D1,Region 24,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/wabashvalleycollege,,NEEDS_REPLACEMENT
kennedy-king-college,Kennedy-King College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kennedykingcollege,,NEEDS_REPLACEMENT
kishwaukee-college,Kishwaukee College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kishwaukeecollege,,NEEDS_REPLACEMENT
mchenry-county-college,McHenry County College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mchenrycountycollege,,NEEDS_REPLACEMENT
olive-harvey-college,Olive-Harvey College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/oliveharveycollege,,NEEDS_REPLACEMENT
south-suburban-college,South Suburban College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southsuburbancollege,,NEEDS_REPLACEMENT
triton-college,Triton College,NJCAA_D1,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/tritoncollege,,NEEDS_REPLACEMENT
amarillo-college,Amarillo College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/amarillocollege,,NEEDS_REPLACEMENT
cisco-college,Cisco College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/ciscocollege,,NEEDS_REPLACEMENT
clarendon-college,Clarendon College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clarendoncollege,,NEEDS_REPLACEMENT
el-paso-community-college,El Paso Community College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/elpasocommunitycollege,,NEEDS_REPLACEMENT
frank-phillips-college,Frank Phillips College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/frankphillipscollege,,NEEDS_REPLACEMENT
grayson-college,Grayson College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/graysoncollege,,NEEDS_REPLACEMENT
hill-college,Hill College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillcollege,,NEEDS_REPLACEMENT
howard-college,Howard College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/howardcollege,,NEEDS_REPLACEMENT
mclennan-community-college,McLennan Community College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mclennancommunitycollege,,NEEDS_REPLACEMENT
midland-college,Midland College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/midlandcollege,,NEEDS_REPLACEMENT
new-mexico-junior-college,New Mexico Junior College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/newmexicojuniorcollege,,NEEDS_REPLACEMENT
new-mexico-military-institute,New Mexico Military Institute,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/newmexicomilitaryinstitute,,NEEDS_REPLACEMENT
north-central-texas-college,North Central Texas College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northcentraltexascollege,,NEEDS_REPLACEMENT
odessa-college,Odessa College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/odessacollege,,NEEDS_REPLACEMENT
ranger-college,Ranger College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/rangercollege,,NEEDS_REPLACEMENT
temple-college,Temple College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/templecollege,,NEEDS_REPLACEMENT
vernon-college,Vernon College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/vernoncollege,,NEEDS_REPLACEMENT
weatherford-college,Weatherford College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/weatherfordcollege,,NEEDS_REPLACEMENT
western-texas-college,Western Texas College,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/westerntexascollege,,NEEDS_REPLACEMENT
allen-county-community-college,Allen County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/allencountycommunitycollege,,NEEDS_REPLACEMENT
barton-community-college,Barton Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/bartoncommunitycollege,,NEEDS_REPLACEMENT
butler-community-college-ks,Butler Community College - KS,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/butlercommunitycollegeks,,NEEDS_REPLACEMENT
cloud-county-community-college,Cloud County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cloudcountycommunitycollege,,NEEDS_REPLACEMENT
coffeyville-community-college,Coffeyville Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coffeyvillecommunitycollege,,NEEDS_REPLACEMENT
colby-community-college,Colby Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/colbycommunitycollege,,NEEDS_REPLACEMENT
cowley-county-community-college,Cowley County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cowleycountycommunitycollege,,NEEDS_REPLACEMENT
dodge-city-community-college,Dodge City Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dodgecitycommunitycollege,,NEEDS_REPLACEMENT
fort-scott-community-college,Fort Scott Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/fortscottcommunitycollege,,NEEDS_REPLACEMENT
garden-city-community-college,Garden City Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gardencitycommunitycollege,,NEEDS_REPLACEMENT
highland-community-college-kansas,Highland Community College - Kansas,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/highlandcommunitycollegekansas,,NEEDS_REPLACEMENT
hutchinson-community-college,Hutchinson Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hutchinsoncommunitycollege,,NEEDS_REPLACEMENT
johnson-county-community-college,Johnson County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/johnsoncountycommunitycollege,,NEEDS_REPLACEMENT
kansas-city-kansas-community-college,Kansas City Kansas Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/kansascitykansascommunitycollege,,NEEDS_REPLACEMENT
labette-community-college,Labette Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/labettecommunitycollege,,NEEDS_REPLACEMENT
neosho-county-community-college,Neosho County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/neoshocountycommunitycollege,,NEEDS_REPLACEMENT
pratt-community-college,Pratt Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/prattcommunitycollege,,NEEDS_REPLACEMENT
seward-county-community-college,Seward County Community College,NJCAA_D1,Region 6,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/sewardcountycommunitycollege,,NEEDS_REPLACEMENT
chattanooga-state-community-college,Chattanooga State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattanoogastatecommunitycollege,,NEEDS_REPLACEMENT
cleveland-state-community-college,Cleveland State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clevelandstatecommunitycollege,,NEEDS_REPLACEMENT
columbia-state-community-college,Columbia State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/columbiastatecommunitycollege,,NEEDS_REPLACEMENT
dyersburg-state-community-college,Dyersburg State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dyersburgstatecommunitycollege,,NEEDS_REPLACEMENT
jackson-state-community-college,Jackson State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jacksonstatecommunitycollege,,NEEDS_REPLACEMENT
motlow-state-community-college,Motlow State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/motlowstatecommunitycollege,,NEEDS_REPLACEMENT
roane-state-community-college,Roane State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/roanestatecommunitycollege,,NEEDS_REPLACEMENT
southwest-tennessee-community-college,Southwest Tennessee Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southwesttennesseecommunitycollege,,NEEDS_REPLACEMENT
volunteer-state-community-college,Volunteer State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/volunteerstatecommunitycollege,,NEEDS_REPLACEMENT
walters-state-community-college,Walters State Community College,NJCAA_D1,Region 7,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/waltersstatecommunitycollege,,NEEDS_REPLACEMENT
chipola-college,Chipola  College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chipolacollege,,NEEDS_REPLACEMENT
college-of-central-florida,College of Central Florida,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofcentralflorida,,NEEDS_REPLACEMENT
daytona-state-college,Daytona State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/daytonastatecollege,,NEEDS_REPLACEMENT
eastern-florida-state-college,Eastern Florida State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternfloridastatecollege,,NEEDS_REPLACEMENT
florida-southwestern-state-college,Florida Southwestern State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/floridasouthwesternstatecollege,,NEEDS_REPLACEMENT
gulf-coast-state-college,Gulf Coast State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gulfcoaststatecollege,,NEEDS_REPLACEMENT
hillsborough-community-college,Hillsborough Community College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/hillsboroughcommunitycollege,,NEEDS_REPLACEMENT
indian-river-state-college,Indian River State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/indianriverstatecollege,,NEEDS_REPLACEMENT
miami-dade-college,Miami Dade College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/miamidadecollege,,NEEDS_REPLACEMENT
northwest-florida-state-college,Northwest Florida State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northwestfloridastatecollege,,NEEDS_REPLACEMENT
pensacola-state-college,Pensacola State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/pensacolastatecollege,,NEEDS_REPLACEMENT
polk-state-college,Polk State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/polkstatecollege,,NEEDS_REPLACEMENT
santa-fe-college,Santa Fe College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/santafecollege,,NEEDS_REPLACEMENT
seminole-state-college-of-florida,Seminole State College of Florida,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/seminolestatecollegeofflorida,,NEEDS_REPLACEMENT
st-petersburg-college,St. Petersburg College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/stpetersburgcollege,,NEEDS_REPLACEMENT
state-college-of-florida-manatee-sarasota,"State College of Florida, Manatee-Sarasota",NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/statecollegeoffloridamanateesaraso,,NEEDS_REPLACEMENT
tallahassee-state-college,Tallahassee State College,NJCAA_D1,Region 8,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/tallahasseestatecollege,,NEEDS_REPLACEMENT
lamar-community-college,Lamar Community College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lamarcommunitycollege,,NEEDS_REPLACEMENT
luna-community-college,Luna Community College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/lunacommunitycollege,,NEEDS_REPLACEMENT
mccook-community-college,McCook Community College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/mccookcommunitycollege,,NEEDS_REPLACEMENT
northeastern-junior-college,Northeastern Junior College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/northeasternjuniorcollege,,NEEDS_REPLACEMENT
otero-college,Otero College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/oterocollege,,NEEDS_REPLACEMENT
southeast-community-college,Southeast Community College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/southeastcommunitycollege,,NEEDS_REPLACEMENT
trinidad-state-college,Trinidad State College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/trinidadstatecollege,,NEEDS_REPLACEMENT
western-nebraska-community-college,Western Nebraska Community College,NJCAA_D1,Region 9,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/westernnebraskacommunitycollege,,NEEDS_REPLACEMENT
gadsden-state-community-college,Gadsden State Community College,NJCAA_D1,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/gadsdenstatecommunitycollege,,NEEDS_REPLACEMENT
missouri-state-university-west-plains,Missouri State University - West Plains,NJCAA_D1,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/missouristateuniversitywestplains,,NEEDS_REPLACEMENT
pellissippi-state-community-college,Pellissippi State Community College,NJCAA_D1,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/pellissippistatecommunitycollege,,NEEDS_REPLACEMENT
chandler-gilbert-community-college,Chandler-Gilbert Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/chandlergilbertcommunitycollege,,NEEDS_REPLACEMENT
gateway-community-college-az,GateWay Community College - AZ,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/gatewaycommunitycollegeaz,,NEEDS_REPLACEMENT
glendale-community-college,Glendale Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/glendalecommunitycollege,,NEEDS_REPLACEMENT
mesa-community-college,Mesa Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/mesacommunitycollege,,NEEDS_REPLACEMENT
paradise-valley-community-college,Paradise Valley Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/paradisevalleycommunitycollege,,NEEDS_REPLACEMENT
phoenix-college,Phoenix College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/phoenixcollege,,NEEDS_REPLACEMENT
pima-community-college,Pima Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/pimacommunitycollege,,NEEDS_REPLACEMENT
scottsdale-community-college,Scottsdale Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/scottsdalecommunitycollege,,NEEDS_REPLACEMENT
south-mountain-community-college,South Mountain Community College,NJCAA_D2,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/southmountaincommunitycollege,,NEEDS_REPLACEMENT
brunswick-community-college,Brunswick Community College,NJCAA_D2,Region 10,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/brunswickcommunitycollege,,NEEDS_REPLACEMENT
catawba-valley-community-college,Catawba Valley Community College,NJCAA_D2,Region 10,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/catawbavalleycommunitycollege,,NEEDS_REPLACEMENT
cleveland-community-college,Cleveland Community College,NJCAA_D2,Region 10,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/clevelandcommunitycollege,,NEEDS_REPLACEMENT
fayetteville-technical-community-college,Fayetteville Technical Community College,NJCAA_D2,Region 10,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/fayettevilletechnicalcommunitycollege,,NEEDS_REPLACEMENT
